Number,Transaction
1750,[2025-08-15 5:06:20 PM] - Auto Lines Farm Function has been run for Tucson Roadrunners.
1751,[2025-08-15 5:06:20 PM] - Auto Lines Function has been run for Vancouver Canucks.
1752,[2025-08-15 5:06:20 PM] - Auto Lines Farm Function has been run for Abbotsford Canucks.
1753,[2025-08-15 5:06:20 PM] - Auto Lines Function has been run for Vegas Golden Knights.
1754,[2025-08-15 5:06:20 PM] - Auto Lines Farm Function has been run for Henderson Silver Knights.
1755,[2025-08-15 5:06:22 PM] - Auto Lines Farm Function has been run for Hershey Bears.
1756,[2025-08-15 5:06:23 PM] - Auto Lines Farm Function has been run for Manitoba Moose.
1757,[2025-08-15 5:06:27 PM] - Seattle Kraken roster errors : Not enough Forward available in Pro Team! 0 Dressed. 12 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

1758,[2025-08-15 5:06:27 PM] - Coachella Valley Firebirds roster errors : Not enough Players available in Pro Team! 0 Dressed. 20 Required.
Some errors will be automatically fixed.

1759,[2025-08-15 5:06:31 PM] - Adam Larsson of Seattle Kraken was sent to pro.
1760,[2025-08-15 5:06:31 PM] - Andre Burakovsky of Seattle Kraken was sent to pro.
1761,[2025-08-15 5:06:31 PM] - Brandon Montour of Seattle Kraken was sent to pro.
1762,[2025-08-15 5:06:31 PM] - Chandler Stephenson of Seattle Kraken was sent to pro.
1763,[2025-08-15 5:06:31 PM] - Eeli Tolvanen of Seattle Kraken was sent to pro.
1764,[2025-08-15 5:06:31 PM] - Jaden Schwartz of Seattle Kraken was sent to pro.
1765,[2025-08-15 5:06:31 PM] - Jamie Oleksiak of Seattle Kraken was sent to pro.
1766,[2025-08-15 5:06:31 PM] - Jani Nyman of Seattle Kraken was sent to pro.
1767,[2025-08-15 5:06:31 PM] - Jared McCann of Seattle Kraken was sent to pro.
1768,[2025-08-15 5:06:31 PM] - Joey Daccord of Seattle Kraken was sent to pro.
1769,[2025-08-15 5:06:31 PM] - John Hayden of Seattle Kraken was sent to pro.
1770,[2025-08-15 5:06:31 PM] - Jordan Eberle of Seattle Kraken was sent to pro.
1771,[2025-08-15 5:06:31 PM] - Kaapo Kakko of Seattle Kraken was sent to pro.
1772,[2025-08-15 5:06:31 PM] - Matty Beniers of Seattle Kraken was sent to pro.
1773,[2025-08-15 5:06:31 PM] - Michael Eyssimont of Seattle Kraken was sent to pro.
1774,[2025-08-15 5:06:31 PM] - Mitchell Stephens of Seattle Kraken was sent to pro.
1775,[2025-08-15 5:06:31 PM] - Philipp Grubauer of Seattle Kraken was sent to pro.
1776,[2025-08-15 5:06:31 PM] - Ryker Evans of Seattle Kraken was sent to pro.
1777,[2025-08-15 5:06:31 PM] - Shane Wright of Seattle Kraken was sent to pro.
1778,[2025-08-15 5:06:31 PM] - Tye Kartye of Seattle Kraken was sent to pro.
1779,[2025-08-15 5:06:31 PM] - Vince Dunn of Seattle Kraken was sent to pro.
1780,[2025-08-15 5:10:28 PM] - Sammy Blais was added to Seattle Kraken.
1781,[2025-08-15 5:10:33 PM] - Seattle Kraken roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Too many Players available in Pro Team! 19 Dressed. Maximum is 18.
Some errors will be automatically fixed.

1782,[2025-08-15 5:10:34 PM] - Sammy Blais of Seattle Kraken was sent to pro.
1783,[2025-08-15 5:10:48 PM] - Washington Capitals roster errors : Not enough Forward available in Pro Team! 0 Dressed. 12 Required.
Not enough Defenseman available in Pro Team! 0 Dressed. 6 Required.
Not enough Goalie available in Pro Team! 0 Dressed. 2 Required.
Not enough Players available in Pro Team! 0 Dressed. 18 Required.
Some errors will be automatically fixed.

1784,[2025-08-15 5:10:48 PM] - Hershey Bears roster errors : Not enough Players available in Pro Team! 0 Dressed. 20 Required.
Some errors will be automatically fixed.

1785,[2025-08-15 5:10:52 PM] - Alex Ovechkin of Washington Capitals was sent to pro.
1786,[2025-08-15 5:10:52 PM] - Aliaksei Protas of Washington Capitals was sent to pro.
1787,[2025-08-15 5:10:52 PM] - Andrew Mangiapane of Washington Capitals was sent to pro.
1788,[2025-08-15 5:10:52 PM] - Anthony Beauvillier of Washington Capitals was sent to pro.
1789,[2025-08-15 5:10:52 PM] - Brandon Duhaime of Washington Capitals was sent to pro.
1790,[2025-08-15 5:10:52 PM] - Charlie Lindgren of Washington Capitals was sent to pro.
1791,[2025-08-15 5:10:52 PM] - Connor McMichael of Washington Capitals was sent to pro.
1792,[2025-08-15 5:10:52 PM] - Dylan Strome of Washington Capitals was sent to pro.
1793,[2025-08-15 5:10:52 PM] - Ethen Frank of Washington Capitals was sent to pro.
1794,[2025-08-15 5:10:52 PM] - Ivan Miroshnichenko of Washington Capitals was sent to pro.
1795,[2025-08-15 5:10:52 PM] - Jakob Chychrun of Washington Capitals was sent to pro.
1796,[2025-08-15 5:10:52 PM] - John Carlson of Washington Capitals was sent to pro.
1797,[2025-08-15 5:10:52 PM] - Lars Eller of Washington Capitals was sent to pro.
1798,[2025-08-15 5:10:52 PM] - Logan Thompson of Washington Capitals was sent to pro.
1799,[2025-08-15 5:10:52 PM] - Matt Roy of Washington Capitals was sent to pro.
1800,[2025-08-15 5:10:52 PM] - Michael Sgarbossa of Washington Capitals was sent to pro.
1801,[2025-08-15 5:10:52 PM] - Nic Dowd of Washington Capitals was sent to pro.
1802,[2025-08-15 5:10:52 PM] - Pierre-Luc Dubois of Washington Capitals was sent to pro.
1803,[2025-08-15 5:10:52 PM] - Rasmus Sandin of Washington Capitals was sent to pro.
1804,[2025-08-15 5:10:52 PM] - Taylor Raddysh of Washington Capitals was sent to pro.
1805,[2025-08-15 5:10:52 PM] - Tom Wilson of Washington Capitals was sent to pro.
1806,[2025-08-15 5:10:52 PM] - Trevor van Riemsdyk of Washington Capitals was sent to pro.
1807,[2025-08-15 5:11:52 PM] - Travis Dermott was added to Washington Capitals.
1808,[2025-08-15 5:11:56 PM] - Washington Capitals roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Too many Players available in Pro Team! 20 Dressed. Maximum is 18.
Some errors will be automatically fixed.

1809,[2025-08-15 5:11:57 PM] - Travis Dermott of Washington Capitals was sent to pro.
1810,[2025-08-15 5:12:02 PM] - Washington Capitals roster errors : Too many Players available in Pro Team! 21 Dressed. Maximum is 18.
Some errors will be automatically fixed.

1811,[2025-08-15 5:12:03 PM] - Ivan Miroshnichenko of Washington Capitals was sent to farm.
1812,[2025-08-15 5:12:03 PM] - Ethen Frank of Washington Capitals was sent to farm.
1813,[2025-08-15 5:12:03 PM] - Taylor Raddysh of Washington Capitals was sent to farm.
1814,[2025-08-15 5:12:03 PM] - Auto Roster Function has been run for Washington Capitals.
1815,[2025-08-15 5:12:14 PM] - Winnipeg Jets roster errors : Not enough Goalie available in Pro Team! 1 Dressed. 2 Required.
Some errors will be automatically fixed.

1816,[2025-08-15 5:12:14 PM] - Manitoba Moose roster errors : Not enough Players available in Pro Team! 19 Dressed. 20 Required.
Some errors will be automatically fixed.

1817,[2025-08-15 5:12:16 PM] - Eric Comrie of Winnipeg Jets was sent to pro.
1818,[2025-08-15 5:12:23 PM] - Auto Lines Function has been run for Winnipeg Jets.
1819,[2025-08-15 5:12:31 PM] - Auto Lines Function has been run for Washington Capitals.
1820,[2025-08-15 5:12:35 PM] - Seattle Kraken roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Too many Players available in Pro Team! 20 Dressed. Maximum is 18.
Some errors will be automatically fixed.

1821,[2025-08-15 5:12:54 PM] - Seattle Kraken paid $0 to release Sammy Blais.
1822,[2025-08-15 5:12:54 PM] - Sammy Blais was released by Seattle Kraken.
1823,[2025-08-15 5:13:36 PM] - Scott Harrington was added to Seattle Kraken.
1824,[2025-08-15 5:13:41 PM] - Scott Harrington of Seattle Kraken was sent to pro.
1825,[2025-08-15 5:13:41 PM] - Auto Roster Partial Function has been run for Seattle Kraken.
1826,[2025-08-15 5:13:41 PM] - Auto Lines Function has been run for Seattle Kraken.
1827,[2025-08-15 5:13:56 PM] - Sammy Blais legacy salary cap value is incorrect. It was reset to $4-209-000.
1828,[2025-08-15 5:13:56 PM] - Season #1 has started!
1829,[2025-08-15 5:14:36 PM] - Toronto Marlies hired John Gruden for $1 for 1 year(s).
1830,[2025-08-15 5:14:59 PM] - Salary Cap Fix Value Value Modified to $85-500-000
1831,[2025-08-15 5:15:55 PM] - Providence Bruins hired Ryan Mougenel for $1 for 1 year(s).
1832,[2025-08-15 5:16:47 PM] - Rockford IceHogs hired Mark Eaton for $1 for 1 year(s).
1833,[2025-08-15 5:17:35 PM] - Ontario Reign hired Jack Capuano for $1 for 1 year(s).
1834,[2025-08-15 5:18:06 PM] - Jacksonville Barons hired Cam Abbott for $1 for 1 year(s).
1835,[2025-08-15 5:18:14 PM] - New Record for Player (Aaron Ekblad) Most Ice Time (21:16) in 1 Game!
1836,[2025-08-15 5:18:14 PM] - New Record for Player (Aaron Ekblad) Most Shots Blocked (2) in 1 Game!
1837,[2025-08-15 5:18:14 PM] - New Record for Player (Aaron Ekblad) Best Plus/Minus (2) in 1 Game!
1838,[2025-08-15 5:18:14 PM] - New Record for Player (Aleksander Barkov) Most Ice Time (25:04) in 1 Game!
1839,[2025-08-15 5:18:14 PM] - New Record for Player (Aleksander Barkov) Most Assists (1) in 1 Game!
1840,[2025-08-15 5:18:14 PM] - New Record for Player (Aleksander Barkov) Most Points (1) in 1 Game!
1841,[2025-08-15 5:18:14 PM] - New Record for Player (Aleksander Barkov) Most Shots (1) in 1 Game!
1842,[2025-08-15 5:18:14 PM] - New Record for Player (Aleksander Barkov) Most Hits (2) in 1 Game!
1843,[2025-08-15 5:18:14 PM] - New Record for Player (Brad Marchand) Most Goals (1) in 1 Game!
1844,[2025-08-15 5:18:14 PM] - New Record for Player (Brad Marchand) Most Assists (3) in 1 Game!
1845,[2025-08-15 5:18:14 PM] - New Record for Player (Brad Marchand) Most Points (4) in 1 Game!
1846,[2025-08-15 5:18:14 PM] - New Record for Player (Brad Marchand) Most Shots (4) in 1 Game!
1847,[2025-08-15 5:18:14 PM] - New Record for Player (Brad Marchand) Best Plus/Minus (4) in 1 Game!
1848,[2025-08-15 5:18:14 PM] - New Record for Player (Carter Verhaeghe) Most Goals (2) in 1 Game!
1849,[2025-08-15 5:18:14 PM] - New Record for Player (Carter Verhaeghe) Most Assists (4) in 1 Game!
1850,[2025-08-15 5:18:14 PM] - New Record for Player (Carter Verhaeghe) Most Points (6) in 1 Game!
1851,[2025-08-15 5:18:14 PM] - New Record for Player (Carter Verhaeghe) Most Shots (7) in 1 Game!
1852,[2025-08-15 5:18:14 PM] - New Record for Player (Eetu Luostarinen) Worse Plus/Minus (-1) in 1 Game!
1853,[2025-08-15 5:18:14 PM] - New Record for Player (Gustav Forsling) Most Ice Time (25:05) in 1 Game!
1854,[2025-08-15 5:18:14 PM] - New Record for Team's Most Goals (7) in 1 Game for Florida Panthers!
1855,[2025-08-15 5:18:14 PM] - New Record for Team's Most Assists (13) in 1 Game for Florida Panthers!
1856,[2025-08-15 5:18:14 PM] - New Record for Team's Most Points (20) in 1 Game for Florida Panthers!
1857,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (28) in 1 Game for Florida Panthers!
1858,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (7) in 1 Game for Florida Panthers!
1859,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (16) in 1 Game for Florida Panthers!
1860,[2025-08-15 5:18:14 PM] - New Record for Team's Most Goals (7) in 1 Game for Florida Panthers!
1861,[2025-08-15 5:18:14 PM] - New Record for Team's Most Assists (13) in 1 Game for Florida Panthers!
1862,[2025-08-15 5:18:14 PM] - New Record for Team's Most Points (20) in 1 Game for Florida Panthers!
1863,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (28) in 1 Game for Florida Panthers!
1864,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (7) in 1 Game for Florida Panthers!
1865,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (16) in 1 Game for Florida Panthers!
1866,[2025-08-15 5:18:14 PM] - New Record for Player (Connor Bedard) Most Ice Time (25:08) in 1 Game!
1867,[2025-08-15 5:18:14 PM] - New Record for Player (Connor Bedard) Worse Plus/Minus (-3) in 1 Game!
1868,[2025-08-15 5:18:14 PM] - New Record for Player (Connor Murphy) Most Penalties Minutes (4) in 1 Game!
1869,[2025-08-15 5:18:14 PM] - New Record for Player (Ryan Donato) Most Hits (3) in 1 Game!
1870,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (30) in 1 Game for Chicago Blackhawks!
1871,[2025-08-15 5:18:14 PM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Chicago Blackhawks!
1872,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (18) in 1 Game for Chicago Blackhawks!
1873,[2025-08-15 5:18:14 PM] - New Record for Team's Most Goals (1) in 1 Game for Chicago Blackhawks!
1874,[2025-08-15 5:18:14 PM] - New Record for Team's Most Assists (2) in 1 Game for Chicago Blackhawks!
1875,[2025-08-15 5:18:14 PM] - New Record for Team's Most Points (3) in 1 Game for Chicago Blackhawks!
1876,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (30) in 1 Game for Chicago Blackhawks!
1877,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (4) in 1 Game for Chicago Blackhawks!
1878,[2025-08-15 5:18:14 PM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Chicago Blackhawks!
1879,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (18) in 1 Game for Chicago Blackhawks!
1880,[2025-08-15 5:18:14 PM] - New Record for Most Goals (8) in a game!
1881,[2025-08-15 5:18:14 PM] - New Record for Most Assists (15) in a game!
1882,[2025-08-15 5:18:14 PM] - New Record for Most Points (23) in a game!
1883,[2025-08-15 5:18:14 PM] - New Record for Most Shots (58) in a game!
1884,[2025-08-15 5:18:14 PM] - New Record for Most Penalties Minutes (8) in a game!
1885,[2025-08-15 5:18:14 PM] - New Record for Most Hits (34) in a game!
1886,[2025-08-15 5:18:14 PM] - New Record for Player (Adam Fox) Most Ice Time (26:53) in 1 Game!
1887,[2025-08-15 5:18:14 PM] - New Record for Player (Adam Fox) Most Shots Blocked (5) in 1 Game!
1888,[2025-08-15 5:18:14 PM] - New Record for Player (J.T. Miller) Most Shots (10) in 1 Game!
1889,[2025-08-15 5:18:14 PM] - New Record for Player (K'Andre Miller) Most Ice Time (27:58) in 1 Game!
1890,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (11) in 1 Game for New York Rangers!
1891,[2025-08-15 5:18:14 PM] - New Record for Team's Most Penalties Minutes (14) in 1 Game for New York Rangers!
1892,[2025-08-15 5:18:14 PM] - New Record for Team's Most Goals (5) in 1 Game for New York Rangers!
1893,[2025-08-15 5:18:14 PM] - New Record for Team's Most Assists (9) in 1 Game for New York Rangers!
1894,[2025-08-15 5:18:14 PM] - New Record for Team's Most Points (14) in 1 Game for New York Rangers!
1895,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (25) in 1 Game for New York Rangers!
1896,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (11) in 1 Game for New York Rangers!
1897,[2025-08-15 5:18:14 PM] - New Record for Team's Most Penalties Minutes (14) in 1 Game for New York Rangers!
1898,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (16) in 1 Game for New York Rangers!
1899,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (32) in 1 Game for Pittsburgh Penguins!
1900,[2025-08-15 5:18:14 PM] - New Record for Team's Most Goals (3) in 1 Game for Pittsburgh Penguins!
1901,[2025-08-15 5:18:14 PM] - New Record for Team's Most Assists (4) in 1 Game for Pittsburgh Penguins!
1902,[2025-08-15 5:18:14 PM] - New Record for Team's Most Points (7) in 1 Game for Pittsburgh Penguins!
1903,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (32) in 1 Game for Pittsburgh Penguins!
1904,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (7) in 1 Game for Pittsburgh Penguins!
1905,[2025-08-15 5:18:14 PM] - New Record for Team's Most Penalties Minutes (10) in 1 Game for Pittsburgh Penguins!
1906,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (12) in 1 Game for Pittsburgh Penguins!
1907,[2025-08-15 5:18:14 PM] - New Record for Most Penalties Minutes (24) in a game!
1908,[2025-08-15 5:18:14 PM] - Pro Game #3 - Adrian Kempe from Los Angeles Kings has scored a Hat Trick!
1909,[2025-08-15 5:18:14 PM] - New Record for Player (Adrian Kempe) Most Goals (3) in 1 Game!
1910,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (34) in 1 Game for Los Angeles Kings!
1911,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (17) in 1 Game for Los Angeles Kings!
1912,[2025-08-15 5:18:14 PM] - New Record for Team's Most Goals (6) in 1 Game for Los Angeles Kings!
1913,[2025-08-15 5:18:14 PM] - New Record for Team's Most Assists (9) in 1 Game for Los Angeles Kings!
1914,[2025-08-15 5:18:14 PM] - New Record for Team's Most Points (15) in 1 Game for Los Angeles Kings!
1915,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (34) in 1 Game for Los Angeles Kings!
1916,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (17) in 1 Game for Los Angeles Kings!
1917,[2025-08-15 5:18:14 PM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Los Angeles Kings!
1918,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (15) in 1 Game for Los Angeles Kings!
1919,[2025-08-15 5:18:14 PM] - New Record for Player (Artturi Lehkonen) Most Hits (4) in 1 Game!
1920,[2025-08-15 5:18:14 PM] - Pro Game #3 - Valeri Nichushkin from Colorado Avalanche has scored a Hat Trick!
1921,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (39) in 1 Game for Colorado Avalanche!
1922,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (22) in 1 Game for Colorado Avalanche!
1923,[2025-08-15 5:18:14 PM] - New Record for Team's Most Goals (4) in 1 Game for Colorado Avalanche!
1924,[2025-08-15 5:18:14 PM] - New Record for Team's Most Assists (7) in 1 Game for Colorado Avalanche!
1925,[2025-08-15 5:18:14 PM] - New Record for Team's Most Points (11) in 1 Game for Colorado Avalanche!
1926,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots (39) in 1 Game for Colorado Avalanche!
1927,[2025-08-15 5:18:14 PM] - New Record for Team's Most Shots Blocked (12) in 1 Game for Colorado Avalanche!
1928,[2025-08-15 5:18:14 PM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Colorado Avalanche!
1929,[2025-08-15 5:18:14 PM] - New Record for Team's Most Hits (22) in 1 Game for Colorado Avalanche!
1930,[2025-08-15 5:18:14 PM] - New Record for Most Goals (10) in a game!
1931,[2025-08-15 5:18:14 PM] - New Record for Most Assists (16) in a game!
1932,[2025-08-15 5:18:14 PM] - New Record for Most Points (26) in a game!
1933,[2025-08-15 5:18:14 PM] - New Record for Most Shots (73) in a game!
1934,[2025-08-15 5:18:14 PM] - New Record for Most Hits (37) in a game!
1935,[2025-08-15 5:18:14 PM] - Game 3 - Tyler Tucker from Springfield Thunderbirds is injured  (Back Surgery) and is out for 3 weeks.
1936,[2025-08-15 5:18:14 PM] - Farm Game #3 - Nicolas Aube-Kubel from Hartford Wolf Pack has scored a Hat Trick!
1937,[2025-08-15 5:18:14 PM] - Farm Game #3 - Zac Jones from Hartford Wolf Pack has scored a Hat Trick!
1938,[2025-08-15 5:18:14 PM] - Farm Game #3 - Matt Rempe from Hartford Wolf Pack has scored a Hat Trick!
1939,[2025-08-15 5:18:14 PM] - Farm Game #4 - Scott Morrow from Charlotte Checkers has scored a Hat Trick!
