InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
653,652,Jayden Grubbe,https://www.nhl.com/player/8482704,0,CAN,2003-01-12,22,201,75,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1567000,1567000,1567000,1567000,1567000,0,0,0,0,0,0,,0,100,0,8482704,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,41,76,54,84,75,83,52,61,55,53,57,54,62,64,67,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
654,653,Jayden Struble,https://www.nhl.com/player/8481593,15,USA,2001-09-08,24,207,72,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,2572000,2572000,2572000,2572000,2572000,0,0,0,0,0,0,,0,100,0,8481593,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,77,47,69,67,76,81,84,65,30,70,60,63,52,64,66,71,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,4,5,0,2,0,7,4,6,14,4,1,0,0,0,0,0,0,4536,0,0,2,0,216,0,0,0,790,5,8,473,0,0,0,0,1,0,0,1,3,0,0,920,920,
655,654,Jaydon Dureau,https://www.nhl.com/player/8482454,0,CAN,2001-01-20,24,173,71,False,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1306000,1306000,1306000,1306000,0,0,0,0,0,0,0,,0,100,0,8482454,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,36,90,56,67,72,62,54,57,53,52,51,56,64,66,54,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
656,655,Jayson Megna,https://www.nhl.com/player/8477126,0,USA,1990-02-01,35,190,72,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2376000,2376000,2376000,2376000,0,0,0,0,0,0,0,,0,100,0,8477126,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,37,92,65,72,86,85,64,74,66,61,63,66,75,80,23,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
657,656,Jean-Gabriel Pageau,https://www.nhl.com/player/8476419,18,CAN,1992-11-11,32,195,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2839000,2839000,2839000,2839000,0,0,0,0,0,0,0,,0,100,0,8476419,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,79,40,93,72,71,87,90,69,87,73,65,86,68,82,75,37,42,72,3,8,0,0,0,-2,2,0,5,1,10,5,7,0,0,17,30,0,0,0,3072,0,0,0,0,0,0,0,0,323,2,0,532,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
658,657,Jean-Luc Foudy,https://www.nhl.com/player/8482147,0,CAN,2002-05-13,23,177,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2237000,2237000,2237000,2237000,0,0,0,0,0,0,0,,0,100,0,8482147,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,37,84,64,68,72,74,59,66,60,58,62,61,63,65,67,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
659,658,Jeff Malott,https://www.nhl.com/player/8482408,0,CAN,1996-08-07,29,208,77,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,3430000,3430000,3430000,3430000,3430000,0,0,0,0,0,0,,0,100,0,8482408,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,79,43,70,61,91,84,87,62,65,63,61,64,62,69,71,36,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
660,659,Jeff Petry,https://www.nhl.com/player/8473507,10,USA,1987-12-09,37,208,75,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,3839000,3839000,3839000,3839000,0,0,0,0,0,0,0,,0,99,0,8473507,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,76,40,84,67,85,89,82,65,30,74,56,78,51,88,79,31,38,72,4,4,0,2,2,0,2,0,8,3,6,11,7,0,0,0,0,0,0,0,6596,0,0,1,1,1053,0,0,0,1245,0,6,301,0,0,0,0,0,0,45,455,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,
661,660,Jeff Skinner,https://www.nhl.com/player/8475784,11,CAN,1992-05-16,33,200,71,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,4868000,4868000,4868000,4868000,0,0,0,0,0,0,0,,0,100,0,8475784,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,63,34,87,77,72,85,88,76,73,70,74,64,78,87,75,52,46,71,3,3,0,0,0,2,0,0,0,2,5,1,2,0,0,6,13,0,0,0,1495,0,0,0,0,116,0,0,0,5,2,0,193,0,0,0,0,0,0,160,465,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
662,661,Jeffrey Viel,https://www.nhl.com/player/8479705,0,CAN,1997-01-28,28,205,74,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2033000,2033000,2033000,0,0,0,0,0,0,0,0,,0,100,0,8479705,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,74,81,52,60,81,82,87,59,65,60,58,61,57,68,70,36,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
663,662,Jere Innala,https://www.nhl.com/player/8484976,0,FIN,1998-03-17,27,183,69,False,True,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1777000,1777000,1777000,1777000,1777000,1777000,0,0,0,0,0,,0,100,0,8484976,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,36,92,64,66,79,70,63,58,60,62,61,59,67,69,37,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
664,663,Jeremie Biakabutuka,https://www.nhl.com/player/8483061,0,CAN,2002-03-05,23,198,76,False,False,False,True,5,False,False,False,False,False,True,True,False,False,False,0,1780000,1780000,1780000,1780000,1780000,1780000,0,0,0,0,0,,0,100,0,8483061,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,77,39,91,54,86,61,62,53,30,52,50,56,45,63,65,44,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
665,664,Jeremie Poirier,https://www.nhl.com/player/8482173,0,CAN,2002-06-02,23,196,73,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,1366000,1366000,1366000,1366000,1366000,0,0,0,0,0,0,,0,100,0,8482173,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,41,72,60,76,75,77,59,30,65,55,58,48,63,65,67,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
666,665,Jeremy Davies,https://www.nhl.com/player/8479602,0,CAN,1996-12-04,28,180,71,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,2344000,2344000,2344000,0,0,0,0,0,0,0,0,,0,100,0,8479602,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,39,73,60,68,80,86,59,30,65,56,57,49,69,71,40,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
667,666,Jeremy Lauzon,https://www.nhl.com/player/8478468,0,CAN,1997-04-28,28,225,75,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,3613000,3613000,3613000,3613000,3613000,0,0,0,0,0,0,,0,100,0,8478468,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,94,74,67,65,88,89,80,63,30,64,60,83,51,70,68,59,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
668,667,Jesper Boqvist,https://www.nhl.com/player/8480003,12,SWE,1998-10-30,26,190,73,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,2272000,2272000,2272000,2272000,2272000,0,0,0,0,0,0,,0,100,0,8480003,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,76,37,94,68,75,80,90,66,71,63,64,67,69,70,71,65,47,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,
669,668,Jesper Bratt,https://www.nhl.com/player/8479407,17,SWE,1998-07-30,27,175,70,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1992000,1992000,0,0,0,0,0,0,0,0,0,,0,100,0,8479407,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,70,33,94,85,65,92,90,82,56,88,75,73,84,72,76,42,40,76,3,12,1,4,5,1,0,0,1,0,5,1,1,0,0,7,20,0,0,0,4190,0,0,0,0,461,0,0,1,695,9,1,738,0,0,0,0,0,0,0,665,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,
670,669,Jesperi Kotkaniemi,https://www.nhl.com/player/8480829,5,FIN,2000-07-06,25,203,75,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,1804000,1804000,1804000,1804000,1804000,1804000,0,0,0,0,0,,0,100,0,8480829,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,67,43,83,72,84,83,90,71,82,69,65,67,71,68,66,86,43,68,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,20,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
671,670,Jesse Puljujarvi,https://www.nhl.com/player/8479344,12,FIN,1998-05-07,27,216,76,False,False,True,False,2,False,False,False,False,False,True,True,False,False,False,0,1499000,1499000,1499000,0,0,0,0,0,0,0,0,,0,99,0,8479344,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,81,40,83,67,90,81,77,65,58,62,63,64,67,69,70,76,49,66,5,4,0,0,0,-3,2,0,2,1,1,2,1,0,0,2,3,0,0,0,5987,0,0,0,0,1218,0,0,0,0,0,0,199,0,0,0,0,0,0,55,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,
672,671,Jesse Pulkkinen,https://www.nhl.com/player/8484766,0,FIN,2004-12-27,20,203,78,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,1312000,1312000,1312000,1312000,0,0,0,0,0,0,0,,0,100,0,8484766,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,84,43,94,55,93,65,60,54,30,53,50,59,45,61,63,71,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
673,672,Jesse Ylonen,https://www.nhl.com/player/8481058,0,FIN,1999-10-03,26,200,73,False,False,True,False,2,False,False,False,False,False,True,True,False,False,False,0,1589000,1589000,1589000,0,0,0,0,0,0,0,0,,0,100,0,8481058,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,38,92,63,79,78,83,62,65,60,58,64,59,66,68,73,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
674,673,Jett Jones,https://www.nhl.com/player/8484641,0,CAN,2002-08-27,23,215,75,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1282000,1282000,0,0,0,0,0,0,0,0,0,,0,100,0,8484641,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,77,39,93,55,86,62,67,53,56,52,54,57,55,63,65,44,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
675,674,Jett Luchanko,https://www.nhl.com/player/8484779,0,CAN,2006-08-21,19,180,71,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2121000,2121000,2121000,0,0,0,0,0,0,0,0,,0,100,0,8484779,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,65,39,75,66,68,81,61,63,72,60,50,64,65,60,62,87,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
676,675,Jett Woo,https://www.nhl.com/player/8480808,0,CAN,2000-07-27,25,205,72,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,1443000,1443000,0,0,0,0,0,0,0,0,0,,0,100,0,8480808,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,43,64,56,75,73,84,55,30,59,53,57,46,65,67,73,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
677,676,Jimmy Schuldt,https://www.nhl.com/player/8481486,0,USA,1995-05-11,30,203,73,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,2576000,2576000,2576000,0,0,0,0,0,0,0,0,,0,100,0,8481486,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,38,83,59,78,80,86,61,30,58,56,60,49,70,74,35,40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
678,677,Jimmy Vesey,https://www.nhl.com/player/8476918,7,USA,1993-05-26,32,203,74,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,3239000,3239000,0,0,0,0,0,0,0,0,0,,0,99,0,8476918,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,70,42,94,67,81,79,83,65,56,61,64,66,68,78,74,41,41,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,2,5,-6,0,0,3,4,9,3,3,1,0,15,32,0,0,0,3906,0,0,0,1,164,0,0,0,393,6,2,573,0,0,0,0,1,0,0,0,1,1,0,355,355,
679,678,Jiri Kulich,https://www.nhl.com/player/8483468,3,CZE,2004-04-14,21,190,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2385000,2385000,2385000,2385000,0,0,0,0,0,0,0,,0,100,0,8483468,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,65,37,89,73,75,85,83,67,71,62,69,65,68,61,64,80,44,66,4,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,4,0,0,0,522,0,0,0,0,29,0,0,0,186,0,0,22,0,0,0,0,0,0,100,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
680,679,JJ Peterka,https://www.nhl.com/player/8482175,3,DEU,2002-01-14,23,189,72,False,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,2401000,2401000,0,0,0,0,0,0,0,0,0,,0,99,0,8482175,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,61,34,88,80,72,87,90,79,53,76,78,65,81,64,70,75,45,72,4,14,3,4,7,0,0,0,1,1,10,3,5,0,0,2,4,0,0,0,4613,0,2,3,5,709,0,0,0,392,9,0,1003,0,0,0,0,2,0,475,1225,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,
681,680,Joakim Kemell,https://www.nhl.com/player/8483465,0,FIN,2004-04-27,21,182,71,False,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,2210000,2210000,2210000,2210000,0,0,0,0,0,0,0,,0,100,0,8483465,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,37,85,64,69,82,85,63,52,60,59,57,61,62,63,83,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
682,681,Joakim Ryan,https://www.nhl.com/player/8477046,0,SWE,1993-06-17,32,185,71,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,2961000,2961000,2961000,2961000,2961000,0,0,0,0,0,0,,0,100,0,8477046,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,37,93,56,69,64,70,54,30,53,52,55,47,72,74,30,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
683,682,Joe Fleming,https://www.nhl.com/player/8483829,0,USA,2003-06-19,22,215,73,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1927000,1927000,1927000,0,0,0,0,0,0,0,0,,0,100,0,8483829,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,71,46,50,53,80,64,66,51,30,52,50,55,45,62,64,44,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
684,683,Joe Hicketts,https://www.nhl.com/player/8478176,0,CAN,1996-05-04,29,180,68,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,3083000,3083000,3083000,0,0,0,0,0,0,0,0,,0,100,0,8478176,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,55,37,80,61,64,68,77,59,30,64,53,55,47,69,74,36,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
685,684,Joe Snively,https://www.nhl.com/player/8481441,0,USA,1996-01-01,29,176,69,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,2785000,2785000,0,0,0,0,0,0,0,0,0,,0,100,0,8481441,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,56,36,89,63,65,80,87,62,66,61,58,57,61,69,71,36,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
686,685,Joe Veleno,https://www.nhl.com/player/8480813,6,CAN,2000-01-13,25,201,73,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,2377000,2377000,0,0,0,0,0,0,0,0,0,,0,100,0,8480813,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,75,42,92,69,78,82,89,65,78,64,63,67,66,67,69,75,38,66,5,5,0,1,1,-1,0,0,1,1,4,2,1,0,0,3,5,0,0,0,1899,0,0,0,0,28,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,
687,686,Joel Armia,https://www.nhl.com/player/8476469,15,FIN,1993-05-31,32,216,75,False,False,True,False,2,False,False,False,False,False,True,True,False,False,False,0,4601000,4601000,4601000,0,0,0,0,0,0,0,0,,0,100,0,8476469,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,69,37,89,67,87,85,89,68,61,65,69,86,67,76,74,52,42,70,4,4,1,0,1,-1,0,0,4,2,4,6,6,0,0,0,1,0,0,0,5018,0,0,0,1,730,0,0,0,567,0,1,325,0,0,0,0,0,0,45,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
